"","100","120","140","160","180","200","220","240","260","280","300","320","340","360","380","400","420","440","460","480","500","520","540","560","580","600","620","640","660","680","700","720","740","760","780","800","820","840","860","880","900","920","940","960","980","1000","1020","1040","1060","1080","1100","1120","1140","1160","1180","1200","1220","1240","1260","1280","1300","1320","1340","1360","1380","1400","1420","1440","1460","1480","1500","1520","1540","1560","1580","1600","1620","1640","1660","1680","1700","1720","1740","1760","1780","1800","1820","1840","1860","1880","1900","1920","1940","1960","1980","2000"
"deu_Auerbach",0.590909090909091,0.695652173913044,0.666666666666667,0.666666666666667,0.723404255319149,0.846153846153846,0.708333333333333,0.680851063829787,0.75,0.8,0.807692307692308,0.857142857142857,0.888888888888889,0.867924528301887,0.872727272727273,0.966666666666667,0.912280701754386,0.947368421052632,0.96551724137931,0.928571428571429,0.983606557377049,0.918032786885246,0.983050847457627,0.983606557377049,1,0.967741935483871,1,1,0.983606557377049,0.983606557377049,1,0.983606557377049,0.983606557377049,1,0.983606557377049,1,0.983606557377049,0.983606557377049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"deu_Dohm",0.714285714285714,0.689655172413793,0.666666666666667,0.701754385964912,0.727272727272727,0.701754385964912,0.714285714285714,0.677966101694915,0.645161290322581,0.677966101694915,0.655737704918033,0.666666666666667,0.634920634920635,0.71875,0.625,0.6875,0.666666666666667,0.711864406779661,0.6875,0.695652173913043,0.738461538461539,0.746268656716418,0.746268656716418,0.735294117647059,0.75,0.735294117647059,0.811594202898551,0.767123287671233,0.788732394366197,0.742857142857143,0.777777777777778,0.857142857142857,0.8,0.845070422535211,0.783783783783784,0.810810810810811,0.805555555555556,0.821917808219178,0.8,0.833333333333333,0.783783783783784,0.810810810810811,0.833333333333333,0.833333333333333,0.769230769230769,0.779220779220779,0.810810810810811,0.8,0.821917808219178,0.821917808219178,0.779220779220779,0.789473684210526,0.779220779220779,0.821917808219178,0.759493670886076,0.779220779220779,0.821917808219178,0.8,0.8,0.779220779220779,0.8,0.810810810810811,0.8,0.789473684210526,0.810810810810811,0.789473684210526,0.789473684210526,0.8,0.8,0.779220779220779,0.821917808219178,0.833333333333333,0.779220779220779,0.789473684210526,0.789473684210526,0.8,0.810810810810811,0.789473684210526,0.821917808219178,0.810810810810811,0.8,0.8,0.833333333333333,0.8,0.8,0.779220779220779,0.789473684210526,0.789473684210526,0.769230769230769,0.789473684210526,0.821917808219178,0.833333333333333,0.821917808219178,0.821917808219178,0.821917808219178,0.810810810810811
"deu_Ebner-Eschenbach",0.757575757575758,0.845070422535211,0.776119402985075,0.857142857142857,0.811594202898551,0.794117647058823,0.857142857142857,0.823529411764706,0.840579710144927,0.857142857142857,0.840579710144927,0.857142857142857,0.845070422535211,0.865671641791045,0.845070422535211,0.848484848484849,0.865671641791045,0.869565217391304,0.882352941176471,0.909090909090909,0.909090909090909,0.909090909090909,0.923076923076923,0.888888888888889,0.952380952380952,0.923076923076923,0.967741935483871,0.967741935483871,0.967741935483871,0.9375,0.967741935483871,1,0.967741935483871,1,0.983606557377049,1,0.983606557377049,1,0.967741935483871,1,0.983606557377049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"deu_Fontane",0.851485148514851,0.926315789473684,0.894472361809045,0.886699507389163,0.903553299492386,0.922279792746114,0.908163265306123,0.923076923076923,0.932642487046632,0.923076923076923,0.942408376963351,0.967741935483871,0.972972972972973,0.972972972972973,0.972972972972973,0.947368421052632,0.962566844919786,0.962566844919786,0.967741935483871,0.983606557377049,0.978260869565217,0.983606557377049,0.962566844919786,0.983606557377049,0.994475138121547,0.983606557377049,0.967741935483871,0.978260869565217,0.989010989010989,0.983606557377049,0.994475138121547,0.978260869565217,0.978260869565217,0.983606557377049,0.994475138121547,0.983606557377049,0.994475138121547,0.989010989010989,0.989010989010989,0.983606557377049,0.994475138121547,0.994475138121547,0.994475138121547,0.989010989010989,1,1,1,1,1,1,1,0.994475138121547,0.994475138121547,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.994475138121547,0.994475138121547,1,1,1,1
"deu_François",0.87719298245614,0.96551724137931,0.915254237288136,0.928571428571429,0.912280701754386,0.947368421052632,1,1,0.983050847457627,0.947368421052632,0.983050847457627,0.96551724137931,0.983050847457627,0.983050847457627,1,1,0.983606557377049,1,1,1,0.983050847457627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"deu_Freytag",0.923076923076923,0.952380952380952,0.892307692307692,0.923076923076923,0.909090909090909,0.909090909090909,0.882352941176471,0.9375,0.909090909090909,0.882352941176471,0.923076923076923,0.882352941176471,0.857142857142857,0.882352941176471,0.882352941176471,0.882352941176471,0.869565217391304,0.882352941176471,0.909090909090909,0.909090909090909,0.882352941176471,0.882352941176471,0.869565217391304,0.869565217391304,0.869565217391304,0.857142857142857,0.895522388059701,0.882352941176471,0.869565217391304,0.869565217391304,0.895522388059701,0.909090909090909,0.909090909090909,0.909090909090909,0.909090909090909,0.895522388059701,0.9375,0.923076923076923,0.923076923076923,0.909090909090909,0.895522388059701,0.9375,0.909090909090909,0.909090909090909,0.967741935483871,0.909090909090909,0.952380952380952,0.9375,0.952380952380952,0.9375,0.952380952380952,0.9375,0.952380952380952,0.983606557377049,0.983606557377049,0.967741935483871,0.983606557377049,0.9375,1,1,0.952380952380952,0.983606557377049,0.967741935483871,0.967741935483871,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"deu_Marlitt",0.983050847457627,0.983606557377049,0.983050847457627,0.983606557377049,0.909090909090909,0.9375,0.967741935483871,0.983606557377049,1,0.983606557377049,0.967741935483871,1,1,0.967741935483871,1,0.983606557377049,0.983606557377049,1,1,1,1,1,1,0.983606557377049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"deu_May",0.9375,1,0.983606557377049,0.952380952380952,0.983606557377049,1,1,0.967741935483871,0.983606557377049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"deu_Raabe",0.814814814814815,0.909090909090909,0.907692307692308,0.900763358778626,0.9375,0.94488188976378,0.951612903225806,0.916030534351145,0.930232558139535,0.94488188976378,0.914728682170543,0.967741935483871,0.983606557377049,0.975609756097561,0.96,0.983606557377049,0.991735537190083,0.96,0.991735537190083,0.975609756097561,0.975609756097561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"deu_Reventlow",0.695652173913044,0.8,0.636363636363636,0.723404255319149,0.723404255319149,0.8,0.723404255319149,0.636363636363636,0.666666666666667,0.666666666666667,0.636363636363636,0.536585365853658,0.695652173913044,0.604651162790698,0.636363636363636,0.604651162790698,0.636363636363636,0.75,0.604651162790698,0.666666666666667,0.666666666666667,0.695652173913044,0.571428571428572,0.695652173913044,0.666666666666667,0.604651162790698,0.75,0.636363636363636,0.695652173913044,0.666666666666667,0.695652173913044,0.775510204081633,0.695652173913044,0.775510204081633,0.723404255319149,0.695652173913044,0.75,0.723404255319149,0.775510204081633,0.723404255319149,0.723404255319149,0.775510204081633,0.75,0.723404255319149,0.666666666666667,0.695652173913044,0.75,0.723404255319149,0.75,0.8,0.75,0.723404255319149,0.723404255319149,0.775510204081633,0.723404255319149,0.723404255319149,0.8,0.723404255319149,0.8,0.723404255319149,0.75,0.75,0.775510204081633,0.775510204081633,0.75,0.775510204081633,0.775510204081633,0.8,0.775510204081633,0.775510204081633,0.8,0.823529411764706,0.775510204081633,0.8,0.775510204081633,0.75,0.8,0.775510204081633,0.8,0.8,0.8,0.8,0.8,0.775510204081633,0.8,0.775510204081633,0.8,0.775510204081633,0.8,0.8,0.823529411764706,0.8,0.8,0.823529411764706,0.8,0.8
"deu_Spielhagen",0.870967741935484,0.9375,0.920634920634921,0.950819672131148,0.918032786885246,0.9,0.950819672131148,0.967741935483871,0.9375,0.950819672131148,0.966666666666667,0.935483870967742,0.952380952380952,0.878787878787879,0.9375,0.967741935483871,0.983606557377049,0.983606557377049,0.983606557377049,0.967741935483871,1,0.983606557377049,0.967741935483871,0.983606557377049,1,0.983606557377049,0.983606557377049,1,0.983606557377049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"deu_Stifter",0.714285714285714,0.735632183908046,0.727272727272727,0.691358024691358,0.674418604651163,0.72093023255814,0.772727272727273,0.804597701149425,0.785714285714286,0.735632183908046,0.772727272727273,0.826086956521739,0.827586206896552,0.822222222222222,0.80952380952381,0.80952380952381,0.813953488372093,0.813953488372093,0.881720430107527,0.866666666666667,0.853932584269663,0.863636363636364,0.876404494382023,0.863636363636364,0.888888888888889,0.840909090909091,0.850574712643678,0.876404494382023,0.863636363636364,0.863636363636364,0.91304347826087,0.888888888888889,0.901098901098901,0.901098901098901,0.888888888888889,0.888888888888889,0.924731182795699,0.91304347826087,0.91304347826087,0.91304347826087,0.888888888888889,0.91304347826087,0.924731182795699,0.924731182795699,0.947368421052632,0.901098901098901,0.947368421052632,0.936170212765957,0.958333333333333,0.924731182795699,0.91304347826087,0.91304347826087,0.91304347826087,0.969072164948454,0.924731182795699,0.936170212765957,0.958333333333333,0.936170212765957,0.947368421052632,0.958333333333333,0.936170212765957,0.969072164948454,0.936170212765957,0.924731182795699,0.979591836734694,0.947368421052632,0.947368421052632,0.947368421052632,0.958333333333333,0.936170212765957,0.969072164948454,0.969072164948454,0.936170212765957,0.936170212765957,0.947368421052632,0.969072164948454,0.958333333333333,0.947368421052632,0.969072164948454,0.958333333333333,0.947368421052632,0.947368421052632,0.979591836734694,0.958333333333333,0.947368421052632,0.936170212765957,0.936170212765957,0.947368421052632,0.91304347826087,0.936170212765957,0.947368421052632,0.969072164948454,0.969072164948454,0.958333333333333,0.969072164948454,0.958333333333333
"eng_Broughton",0.96551724137931,0.966666666666667,0.966666666666667,0.983050847457627,1,0.96551724137931,1,0.983050847457627,1,1,1,1,0.983050847457627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
